51,1708003979.4923177,aimee_soudure,Fault,Green Card
71,1708003992.1709206,alex_soudure,Point IGA Side,Green Card
72,1708004047.0968466,alex_soudure,Point IGA Side,Green Card
52,1708004222.9542577,aimee_soudure,Point IGA Side,Extended Yellow Card (4-6 rounds)
59,1708004301.7468011,alex_soudure,Point IGA Side,No Card
61,1708004360.227654,alex_soudure,Point IGA Side,Green Card
49,1708004462.7539358,aimee_soudure,Point Stairs Side,No Card
58,1708004518.7850518,alex_soudure,Fault,No Card
69,1708004556.3293655,aimee_soudure,Fault,No Card
41,1708004697.9550364,alex_soudure,Point Stairs Side,No Card
59,1708004734.2958553,aimee_soudure,Point Stairs Side,No Card
19,1708004781.3052566,alex_soudure,Point Stairs Side,Extended Yellow Card (4-6 rounds)
49,1708004863.1597428,alex_soudure,Point Stairs Side,No Card
50,1708004921.74472,alex_soudure,Point IGA Side,Extended Yellow Card (4-6 rounds)
52,1708005036.5899434,alex_soudure,Point IGA Side,Extended Yellow Card (7+ rounds)
73,1708005108.3534064,alex_soudure,Point Stairs Side,Extended Yellow Card (4-6 rounds)
56,1708005120.283417,aimee_soudure,Point Stairs Side,No Card
57,1708005165.3088124,alex_soudure,Point IGA Side,Extended Yellow Card (7+ rounds)
65,1708005299.2252731,aimee_soudure,Fault,Red Card
50,1708005864.2864287,aimee_soudure,Point IGA Side,Extended Yellow Card (4-6 rounds)
19,1708006065.15755,aimee_soudure,Point Stairs Side,Extended Yellow Card (4-6 rounds)
54,1708006827.5460293,aimee_soudure,Fault,No Card
52,1708019251.4483438,lachlan_banks,Point IGA Side,Extended Yellow Card (4-6 rounds)
52,1708019283.8972316,lachlan_banks,Point IGA Side,Yellow Card
56,1708019401.0323079,lachlan_banks,Point Stairs Side,Green Card
50,1708019563.0664585,lachlan_banks,Point IGA Side,Extended Yellow Card (4-6 rounds)
39,1708019740.0768793,lachlan_banks,Point Stairs Side,No Card
71,1708047117.282023,jared_healy,Point IGA Side,Green Card
58,1708047159.23206,jared_healy,Fault,No Card
61,1708048487.1590846,jared_healy,Point IGA Side,Yellow Card
54,1708048494.2270238,lachlan_banks,Fault,No Card
54,1708048501.2526774,james_sharpham,Point Stairs Side,Green Card
61,1708048549.194527,james_sharpham,Point IGA Side,Yellow Card
57,1708048588.69267,james_sharpham,Point IGA Side,Yellow Card
63,1708048678.4788725,james_sharpham,Point IGA Side,Yellow Card
28,1708048704.5100412,james_sharpham,Fault,No Card
10,1708048769.975815,james_sharpham,Point Stairs Side,Green Card
37,1708048804.1791606,james_sharpham,Point Stairs Side,Red Card
55,1708048902.5402977,james_sharpham,Point IGA Side,No Card
64,1708048941.9189706,james_sharpham,Fault,Extended Yellow Card (4-6 rounds)
58,1708049108.7856724,james_sharpham,Point Stairs Side,No Card
68,1708049155.540268,james_sharpham,Point IGA Side,No Card
70,1708049213.038816,james_sharpham,Point Stairs Side,No Card
74,1708049393.0384817,james_sharpham,Point IGA Side,Extended Yellow Card (4-6 rounds)
19,1708049442.81742,james_sharpham,Point Stairs Side,Yellow Card
62,1708049481.6960557,james_sharpham,Point IGA Side,No Card
67,1708049526.479439,james_sharpham,Point Stairs Side,Green Card
24,1708049597.7330956,james_sharpham,Replay,No Card
25,1708049869.356379,james_sharpham,Point IGA Side,No Card
15,1708049943.0585406,james_sharpham,Point Stairs Side,Yellow Card
52,1708081301.412487,jared_healy,Point IGA Side,Yellow Card
47,1708081370.5680244,jared_healy,Point Stairs Side,No Card
72,1708081387.9829388,jared_healy,Point IGA Side,No Card
78,1708081425.743376,jared_healy,Point IGA Side,Extended Yellow Card (7+ rounds)
41,1708081483.0300426,jared_healy,Point Stairs Side,No Card
53,1708081527.791205,jared_healy,Point Stairs Side,No Card
64,1708081619.2653816,jared_healy,Fault,Extended Yellow Card (7+ rounds)
64,1708081627.724076,jared_healy,Fault,Extended Yellow Card (4-6 rounds)
73,1708082795.6320784,jared_healy,Point Stairs Side,No Card
66,1708082813.6413655,jared_healy,Point IGA Side,Green Card
57,1708082855.6192703,jared_healy,Point IGA Side,Extended Yellow Card (4-6 rounds)
49,1708082891.2811403,jared_healy,Point Stairs Side,No Card
64,1708082959.3430326,jared_healy,Fault,Extended Yellow Card (4-6 rounds)
72,1708091934.1814759,aimee_soudure,Point IGA Side,No Card
47,1708092145.7242362,aimee_soudure,Point Stairs Side,No Card
66,1708092409.2263603,aimee_soudure,Point IGA Side,Green Card
73,1708093026.966016,aimee_soudure,Point Stairs Side,Green Card
70,1708093206.4236717,aimee_soudure,Fault,No Card
41,1708093415.9883363,aimee_soudure,Point Stairs Side,No Card
78,1708093588.525973,aimee_soudure,Point IGA Side,Extended Yellow Card (7+ rounds)
58,1708094015.6221054,aimee_soudure,Fault,No Card
53,1708094358.626076,aimee_soudure,Point Stairs Side,No Card
57,1708094578.6030495,aimee_soudure,Point IGA Side,Extended Yellow Card (4-6 rounds)
59,1708138624.0473187,james_sharpham,Point IGA Side,No Card
4,1708138710.2788382,james_sharpham,Point IGA Side,No Card
56,1708138759.8300402,james_sharpham,Point Stairs Side,Green Card
69,1708143360.7098355,james_sharpham,Point Stairs Side,No Card
66,1708143392.2553961,james_sharpham,Point IGA Side,Yellow Card
71,1708143436.3315754,james_sharpham,Point IGA Side,Green Card
51,1708143531.303974,james_sharpham,Point Stairs Side,Green Card
79,1708143563.8881745,james_sharpham,Point IGA Side,Extended Yellow Card (7+ rounds)
31,1708149579.3429782,james_sharpham,Point Stairs Side,No Card
33,1708149659.3263907,james_sharpham,Point IGA Side,Green Card
39,1708149716.3868275,james_sharpham,Point IGA Side,Green Card
52,1708149749.8373895,james_sharpham,Point IGA Side,Green Card
50,1708149868.5481148,james_sharpham,Point IGA Side,Yellow Card
73,1708150210.2682772,james_sharpham,Point Stairs Side,No Card
65,1708150243.8710117,james_sharpham,Point IGA Side,Red Card
78,1708150352.4161158,james_sharpham,Point IGA Side,Yellow Card
47,1708150424.4078825,james_sharpham,Point Stairs Side,No Card
38,1708150498.9698591,james_sharpham,Point IGA Side,Green Card
41,1708150614.044334,james_sharpham,Point Stairs Side,No Card
72,1708150690.5353267,james_sharpham,Point IGA Side,Green Card
49,1708150767.2776034,james_sharpham,Point Stairs Side,No Card
53,1708150833.8891041,james_sharpham,Point Stairs Side,No Card
31,1710951506.3178585,jared_healy,Point Stairs Side,No Card
72,1710951569.9964247,jared_healy,Point IGA Side,No Card
